1,,,,,,,,,347.6624,386.2217,704.3879,343.2178,406.478
2,,,,,,,,,379.5681,399.152,263.8505,297.982,766.9794
1,347.6624,Rouletts,,,,,,,294.3539,568.079,644.4913,1492.676,329.5739
2,379.5681,,,,,,,,313.261,365.6979,644.366,66.12476,549.6082
3,294.3539,,,,,,,,493.9168,484.7266,1492.78,524.313,329.0446
4,313.261,,,,,,,,360.7763,518.8329,1492.822,737.306,356.4666
5,493.9168,,,,,,,,230.9461,654.204,1492.961,1492.774,999.1102
6,360.7763,,,,,,,,604.6356,533.8864,1493.031,1492.084,1492.687
7,230.9461,,,,,,,,246.9696,630.1069,1493.043,234.971,513.5313
8,604.6356,,,,,,,,345.5993,566.7074,1493.038,130.2509,847.0839
9,246.9696,,,,,,,,,,,,
10,345.5993,,,,,,,,,,,,
1,386.2217,Above Median,0,,,,,,,,,,
2,399.152,0,0,,,,,,,,,,
3,568.079,0,0,,,,,,,,,,
4,365.6979,0,0,,,,,,,,,,
5,484.7266,0,0,,,,,,,,,,
6,518.8329,0,0,,,,,,,,,,
7,654.204,0,0,,,,,,,,,,
8,533.8864,0,0,,,,,,,,,,
9,630.1069,0,0,,,,,,,,,,
10,566.7074,0,0,,,,,,,,,,
11,657.6099,0,0,,,,,,,,,,
12,777.0042,0,0,,,,,,,,,,
13,524.78,0,0,,,,,,,,,,
14,890.4548,0,0,,,,,,,,,,
15,979.4778,0,0,,,,,,,,,,
16,1134.443,0,0,,,,,,,,,,
17,511.9075,0,0,,,,,,,,,,
18,692.5659,0,0,,,,,,,,,,
19,634.4304,0,0,,,,,,,,,,
20,604.0188,0,0,,,,,,,,,,
1,522.1334,0,0,,,,,,,,,,
2,698.557,0,0,,,,,,,,,,
3,577.9004,0,0,,,,,,,,,,
4,528.911,0,0,,,,,,,,,,
5,636.0848,0,0,,,,,,,,,,
6,620.463,0,0,,,,,,,,,,
7,524.6895,0,0,,,,,,,,,,
8,529.4021,0,0,,,,,,,,,,
9,898.4886,0,0,,,,,,,,,,
10,326.9382,0,0,,,,,,,,,,
11,541.7357,0,0,,,,,,,,,,
12,465.6905,0,0,,,,,,,,,,
13,459.2549,0,0,,,,,,,,,,
14,524.7943,0,0,,,,,,,,,,
15,406.8348,0,0,,,,,,,,,,
16,524.7855,0,0,,,,,,,,,,
17,381.7028,0,0,,,,,,,,,,
1,247.5906,0,0,,,,,,,,,,
2,348.6129,0,0,,,,,,,,,,
3,356.4127,0,0,,,,,,,,,,
4,299.1394,0,0,,,,,,,,,,
5,241.6932,0,0,,,,,,,,,,
6,356.2784,0,0,,,,,,,,,,
7,329.0402,0,0,,,,,,,,,,
8,385.8657,0,0,,,,,,,,,,
9,319.3464,0,0,,,,,,,,,,
10,329.0337,0,0,,,,,,,,,,
11,262.7134,0,0,,,,,,,,,,
12,234.6022,0,0,,,,,,,,,,
13,243.0176,0,0,,,,,,,,,,
14,344.0215,0,0,,,,,,,,,,
15,356.3064,0,0,,,,,,,,,,
16,264.2042,0,0,,,,,,,,,,
17,247.3612,0,0,,,,,,,,,,
1,413.9951,0,0,,,,,,,,,,
2,381.565,0,0,,,,,,,,,,
3,365.7052,0,0,,,,,,,,,,
4,524.547,0,0,,,,,,,,,,
5,356.5608,0,0,,,,,,,,,,
6,65.99725,0,0,,,,,,,,,,
7,65.97343,0,0,,,,,,,,,,
8,61.89331,0,0,,,,,,,,,,
9,65.69638,0,0,,,,,,,,,,
10,235.1951,0,0,,,,,,,,,,
11,198.7409,0,0,,,,,,,,,,
12,191.9855,0,0,,,,,,,,,,
13,186.2778,0,0,,,,,,,,,,
14,66.0453,0,0,,,,,,,,,,
15,66.03046,0,0,,,,,,,,,,
16,65.6214,0,0,,,,,,,,,,
17,66.02753,0,0,,,,,,,,,,
18,66.02844,0,0,,,,,,,,,,
19,66.02953,0,0,,,,,,,,,,
20,66.02909,0,0,,,,,,,,,,
21,66.02583,0,0,,,,,,,,,,
22,65.95091,0,0,,,,,,,,,,
23,57.99196,0,0,,,,,,,,,,
24,58.14907,0,0,,,,,,,,,,
1,792.668,0,0,,,,,,,,,,
2,1121.033,0,0,,,,,,,,,,
3,1186.262,0,0,,,,,,,,,,
4,741.8151,0,0,,,,,,,,,,
5,1054.923,0,0,,,,,,,,,,
6,459.8831,0,0,,,,,,,,,,
7,860.6487,0,0,,,,,,,,,,
8,722.6536,0,0,,,,,,,,,,
9,1322.58,0,0,,,,,,,,,,
10,1360.558,0,0,,,,,,,,,,
1,356.3563,0,0,,,,,,,,,,
2,360.8361,0,0,,,,,,,,,,
3,356.4049,0,0,,,,,,,,,,
4,356.4876,0,0,,,,,,,,,,
5,440.3209,0,0,,,,,,,,,,
6,363.0041,0,0,,,,,,,,,,
7,328.9118,0,0,,,,,,,,,,
8,357.4951,0,0,,,,,,,,,,
9,356.2877,0,0,,,,,,,,,,
10,356.2673,0,0,,,,,,,,,,
11,356.4797,0,0,,,,,,,,,,
12,246.0494,0,0,,,,,,,,,,
13,329.2848,0,0,,,,,,,,,,
1,704.3879,0,0,,,,,,,,,,
2,263.8505,0,0,,,,,,,,,,
3,644.4913,0,0,,,,,,,,,,
4,644.366,0,0,,,,,,,,,,
5,1492.78,0,0,,,,,,,,,,
6,1492.822,0,0,,,,,,,,,,
7,1492.961,0,0,,,,,,,,,,
8,1493.031,0,0,,,,,,,,,,
9,1493.043,0,0,,,,,,,,,,
10,1493.038,0,0,,,,,,,,,,
1,446.7826,0,0,,,,,,,,,,
2,288.7292,0,0,,,,,,,,,,
3,241.8621,0,0,,,,,,,,,,
4,248.6319,0,0,,,,,,,,,,
5,524.4725,0,0,,,,,,,,,,
6,1492.524,0,0,,,,,,,,,,
7,241.7227,0,0,,,,,,,,,,
1,304.0201,0,0,,,,,,,,,,
2,524.6109,0,0,,,,,,,,,,
3,524.5828,0,0,,,,,,,,,,
4,330.0604,0,0,,,,,,,,,,
5,307.7468,0,0,,,,,,,,,,
6,279.9103,0,0,,,,,,,,,,
7,518.5287,0,0,,,,,,,,,,
1,361.0737,0,0,,,,,,,,,,
2,381.6219,0,0,,,,,,,,,,
3,533.6335,0,0,,,,,,,,,,
4,257.4463,0,0,,,,,,,,,,
5,297.7572,0,0,,,,,,,,,,
6,329.3123,0,0,,,,,,,,,,
7,941.9585,0,0,,,,,,,,,,
8,356.8081,0,0,,,,,,,,,,
9,524.9523,0,0,,,,,,,,,,
10,545.4271,0,0,,,,,,,,,,
11,381.6601,0,0,,,,,,,,,,
12,842.7446,0,0,,,,,,,,,,
13,995.4418,0,0,,,,,,,,,,
14,194.6743,0,0,,,,,,,,,,
15,571.7309,0,0,,,,,,,,,,
1,319.9719,0,0,,,,,,,,,,
2,530.5038,0,0,,,,,,,,,,
3,330.6605,0,0,,,,,,,,,,
4,356.9623,0,0,,,,,,,,,,
5,444.7921,0,0,,,,,,,,,,
6,316.4308,0,0,,,,,,,,,,
7,389.8216,0,0,,,,,,,,,,
8,185.1787,0,0,,,,,,,,,,
9,185.443,0,0,,,,,,,,,,
10,159.7765,0,0,,,,,,,,,,
1,206.0207,0,0,,,,,,,,,,
2,361.1765,0,0,,,,,,,,,,
3,435.8815,0,0,,,,,,,,,,
4,386.1721,0,0,,,,,,,,,,
5,617.9674,0,0,,,,,,,,,,
6,65.16405,0,0,,,,,,,,,,
7,329.4897,0,0,,,,,,,,,,
8,347.6027,0,0,,,,,,,,,,
9,524.7314,0,0,,,,,,,,,,
10,1213.278,0,0,,,,,,,,,,
11,527.8094,0,0,,,,,,,,,,
12,356.9473,0,0,,,,,,,,,,
13,938.4513,0,0,,,,,,,,,,
14,597.6942,0,0,,,,,,,,,,
15,361.297,0,0,,,,,,,,,,
16,1492.573,0,0,,,,,,,,,,
17,65.73928,0,0,,,,,,,,,,
18,248.5484,0,0,,,,,,,,,,
19,883.8856,0,0,,,,,,,,,,
20,638.4427,0,0,,,,,,,,,,
21,529.3948,0,0,,,,,,,,,,
22,430.1045,0,0,,,,,,,,,,
23,313.7704,0,0,,,,,,,,,,
24,1493.063,0,0,,,,,,,,,,
25,1088.551,0,0,,,,,,,,,,
26,162.8553,0,0,,,,,,,,,,
27,185.5847,0,0,,,,,,,,,,
28,529.155,0,0,,,,,,,,,,
29,638.4302,0,0,,,,,,,,,,
30,62.18414,0,0,,,,,,,,,,
31,245.9246,0,0,,,,,,,,,,
32,440.6824,0,0,,,,,,,,,,
33,1492.915,0,0,,,,,,,,,,
34,356.298,0,0,,,,,,,,,,
35,1446.994,0,0,,,,,,,,,,
36,524.354,0,0,,,,,,,,,,
37,100.9632,0,0,,,,,,,,,,
38,259.3188,0,0,,,,,,,,,,
39,343.3504,0,0,,,,,,,,,,
40,100.4666,0,0,,,,,,,,,,
41,264.5665,0,0,,,,,,,,,,
42,361.1826,0,0,,,,,,,,,,
43,57.58983,0,0,,,,,,,,,,
44,329.151,0,0,,,,,,,,,,
45,1492.979,0,0,,,,,,,,,,
46,856.6821,0,0,,,,,,,,,,
47,235.116,0,0,,,,,,,,,,
48,1493.2,0,0,,,,,,,,,,
49,356.9543,0,0,,,,,,,,,,
50,688.5902,0,0,,,,,,,,,,
51,465.8912,0,0,,,,,,,,,,
52,1492.692,0,0,,,,,,,,,,
53,822.7867,0,0,,,,,,,,,,
54,1264.15,0,0,,,,,,,,,,
55,375.0642,0,0,,,,,,,,,,
56,1492.017,0,0,,,,,,,,,,
57,1491.81,0,0,,,,,,,,,,
58,1493.154,0,0,,,,,,,,,,
59,1492.512,0,0,,,,,,,,,,
60,1492.576,0,0,,,,,,,,,,
61,143.1924,0,0,,,,,,,,,,
62,66.41609,0,0,,,,,,,,,,
63,628.9839,0,0,,,,,,,,,,
64,613.377,0,0,,,,,,,,,,
65,356.4733,0,0,,,,,,,,,,
66,842.6429,0,0,,,,,,,,,,
67,949.886,0,0,,,,,,,,,,
68,1290.443,0,0,,,,,,,,,,
69,1492.584,0,0,,,,,,,,,,
70,524.2098,0,0,,,,,,,,,,
71,524.4689,0,0,,,,,,,,,,
72,130.0544,0,0,,,,,,,,,,
73,189.9724,0,0,,,,,,,,,,
74,57.57277,0,0,,,,,,,,,,
75,212.7608,0,0,,,,,,,,,,
76,329.6373,0,0,,,,,,,,,,
77,1492.839,0,0,,,,,,,,,,
78,85.58246,0,0,,,,,,,,,,
79,1493.068,0,0,,,,,,,,,,
80,294.0994,0,0,,,,,,,,,,
81,1492.702,0,0,,,,,,,,,,
82,524.7574,0,0,,,,,,,,,,
83,1492.255,0,0,,,,,,,,,,
84,329.1705,0,0,,,,,,,,,,
85,890.5347,0,0,,,,,,,,,,
86,514.3089,0,0,,,,,,,,,,
87,65.25932,0,0,,,,,,,,,,
88,668.3804,0,0,,,,,,,,,,
89,533.97,0,0,,,,,,,,,,
90,524.71,0,0,,,,,,,,,,
91,184.9029,0,0,,,,,,,,,,
92,327.8757,0,0,,,,,,,,,,
93,330.1628,0,0,,,,,,,,,,
94,335.075,0,0,,,,,,,,,,
95,319.015,0,0,,,,,,,,,,
96,441.9575,0,0,,,,,,,,,,
97,622.791,0,0,,,,,,,,,,
98,704.9983,0,0,,,,,,,,,,
99,536.9095,0,0,,,,,,,,,,
100,1493.09,0,0,,,,,,,,,,
101,524.5948,0,0,,,,,,,,,,
102,156.2018,0,0,,,,,,,,,,
103,198.7802,0,0,,,,,,,,,,
104,173.2059,0,0,,,,,,,,,,
105,343.4869,0,0,,,,,,,,,,
106,227.9253,0,0,,,,,,,,,,
107,534.0469,0,0,,,,,,,,,,
108,529.8176,0,0,,,,,,,,,,
109,348.0807,0,0,,,,,,,,,,
110,270.0543,0,0,,,,,,,,,,
111,536.9479,0,0,,,,,,,,,,
112,122.1788,0,0,,,,,,,,,,
113,806.6306,0,0,,,,,,,,,,
114,248.9401,0,0,,,,,,,,,,
115,1492.728,0,0,,,,,,,,,,
116,526.2795,0,0,,,,,,,,,,
1,842.7822,0,0,,,,,,,,,,
2,1492.579,0,0,,,,,,,,,,
3,361.6114,0,0,,,,,,,,,,
4,66.12896,0,0,,,,,,,,,,
5,456.8192,0,0,,,,,,,,,,
6,1492.123,0,0,,,,,,,,,,
7,361.0691,0,0,,,,,,,,,,
8,631.6605,0,0,,,,,,,,,,
9,725.3016,0,0,,,,,,,,,,
10,242.0385,0,0,,,,,,,,,,
1,844.0498,0,0,,,,,,,,,,
2,468.0769,0,0,,,,,,,,,,
3,683.7689,0,0,,,,,,,,,,
4,1492.516,0,0,,,,,,,,,,
5,57.47114,0,0,,,,,,,,,,
6,356.4985,0,0,,,,,,,,,,
7,912.6681,0,0,,,,,,,,,,
8,1344.676,0,0,,,,,,,,,,
9,439.2547,0,0,,,,,,,,,,
10,890.1606,0,0,,,,,,,,,,
11,1492.146,0,0,,,,,,,,,,
12,1492.897,0,0,,,,,,,,,,
13,1493.171,0,0,,,,,,,,,,
14,512.4229,0,0,,,,,,,,,,
15,1492.641,0,0,,,,,,,,,,
16,518.3536,0,0,,,,,,,,,,
17,618.0043,0,0,,,,,,,,,,
18,66.05019,0,0,,,,,,,,,,
19,1147.667,0,0,,,,,,,,,,
20,1492.497,0,0,,,,,,,,,,
21,44.27476,0,0,,,,,,,,,,
22,65.71088,0,0,,,,,,,,,,
1,343.2178,0,0,,,,,,,,,,
2,297.982,0,0,,,,,,,,,,
3,1492.676,0,0,,,,,,,,,,
4,66.12476,0,0,,,,,,,,,,
5,524.313,0,0,,,,,,,,,,
6,737.306,0,0,,,,,,,,,,
7,1492.774,0,0,,,,,,,,,,
8,1492.084,0,0,,,,,,,,,,
9,234.971,0,0,,,,,,,,,,
10,130.2509,0,0,,,,,,,,,,
1,356.5138,0,0,,,,,,,,,,
2,1491.926,0,0,,,,,,,,,,
3,1337.172,0,0,,,,,,,,,,
4,1206.019,0,0,,,,,,,,,,
5,694.1549,0,0,,,,,,,,,,
6,842.7695,0,0,,,,,,,,,,
7,436.2321,0,0,,,,,,,,,,
8,1492.547,0,0,,,,,,,,,,
9,205.2966,0,0,,,,,,,,,,
10,688.2883,0,0,,,,,,,,,,
1,406.478,0,0,,,,,,,,,,
2,766.9794,0,0,,,,,,,,,,
3,329.5739,0,0,,,,,,,,,,
4,549.6082,0,0,,,,,,,,,,
5,329.0446,0,0,,,,,,,,,,
6,356.4666,0,0,,,,,,,,,,
7,999.1102,0,0,,,,,,,,,,
8,1492.687,0,0,,,,,,,,,,
9,513.5313,0,0,,,,,,,,,,
10,847.0839,0,0,,,,,,,,,,
1,480.7615,0,0
2,1037.381,0,0
3,533.7548,0,0
4,524.2713,0,0
5,741.1641,0,0
6,444.8399,0,0
7,1064.315,0,0
8,529.0831,0,0
9,672.7291,0,0
10,890.8834,0,0
1,342.7982,0,0
2,265.8463,0,0
3,142.1367,0,0
1,343.0422,0,0
2,348.9604,0,0
3,342.9529,0,0
4,239.7853,0,0
5,89.06023,0,0
6,65.31734,0,0
7,98.01601,0,0
8,134.9653,0,0
9,257.1845,0,0
10,512.241,0,0
11,445.6792,0,0
12,683.863,0,0
13,365.6232,0,0
14,176.4747,0,0
15,228.7893,0,0
16,135.2954,0,0
17,232.0525,0,0
18,246.9141,0,0
19,282.0626,0,0
20,362.7,0,0
21,330.5155,0,0
22,642.2336,0,0
23,344.3465,0,0
24,356.8596,0,0
25,600.1454,0,0
26,440.4778,0,0
27,356.4423,0,0
28,347.9191,0,0
29,781.8703,0,0
30,1215.856,0,0
31,592.6644,0,0
32,601.2948,0,0
33,712.4973,0,0
34,526.3075,0,0
35,1290.305,0,0
36,586.4747,0,0
37,367.8547,0,0
38,385.8466,0,0
39,356.4792,0,0
40,347.9147,0,0
41,342.8355,0,0
42,440.4114,0,0
43,459.474,0,0
44,342.9281,0,0
45,356.6227,0,0
46,445.0673,0,0
47,465.6432,0,0
48,439.8836,0,0
49,356.6895,0,0
50,549.9161,0,0
51,356.6406,0,0
52,356.7012,0,0
53,465.7573,0,0
1,445.0406,0,0
1,246.6099,0,0
2,460.0865,0,0
1,278.4924,0,0
1,526.3778,0,0
1,326.832,0,0
1,235.3,0,0
